title,text,subject,date,label
Billionaire ‘Bilderberger’ David Rockefeller dead at 101," The Trilateral Commission is international and is intended to be the vehicle for multinational consolidation of the commercial and banking interests by seizing control of the political government of the United States. The Trilateral Commission represents a skillful, coordinated effort to seize control and consolidate the four centers of power   political, monetary, intellectual and ecclesiastical.      Senator Barry Goldwater, from his book  With No Apologies 21st Century Wire says Controversial globalist and banker David Rockefeller has died at 101 years of age.Rockefeller has been described as a philanthropist and banker, yet much of his legacy will forever be tied to the creation of the well-known think-tank the Council on Foreign Relations, The Trilateral Commission and his central role on the steering committee for the secretive Bilderberg Group established in 1954.The Bilderberg Group has often been passed off as an insignificant gathering of corporate CEO s, barons of oil, government top brass and royalty   most mainstream outlets still continue to mask the group s influence on foreign policy and world finance   but thankfully their exploits have been slowly uncovered with each passing year, as the list of attendees seem to change and grow with each new conference location.For those who still doubt there s a hidden element directing global interests, one only needs to look into the high-powered pursuits of Bilderberg attendees that have been linked to creating a multi-national sovereignty override through many transnational corporations with world trade partnerships like the Transatlantic partnership (TTIP) and Transpacific partnership (TPP), which now excludes the US via an executive order from Donald Trump.The following passage is from the NY Times: He spent his life in the club of the ruling class and was loyal to members of the club, no matter what they did,  The New York Times columnist David Brooks wrote in 2002, citing the profitable deals Mr. Rockefeller had cut with  oil-rich dictators,   Soviet party bosses  and  Chinese perpetrators of the Cultural Revolution. There was also an immense sphere of influence held by various power-hungry groups such as The Trilateral Commission, brought to fruition in 1973 by David Rockefeller and perennial foreign policy advisor Zbigniew Brzezinski. The Commission was also joined by fellow Bilderberg attendee and longtime policy advisor Henry Kissinger. Contrary to what most people think   the vast majority of The Trilateral Commission s members have been from countries outside of America.Rockefeller, like George Soros, is ultimately tied to globalism and vast social engineering programs.More from RT below  (Photo Illustration 21WIRE s Shawn Helton)Billionaire banker David Rockefeller dies aged 101RTRockefeller died in his sleep at home in Pocantico Hills, New York, on Monday morning as a result of congestive heart failure, according to a family spokesperson Fraser P. Seitel.The businessman, who had an estimated fortune of $3 billion, retired as head of Chase Manhattan in 1981 after a 35-year career.In the statement from the The Rockefeller Foundation confirming his death, Rockefeller was described as  one of the most influential figures in the history of American philanthropy and finance, considered by many to be  America s last great international business statesman .   Rockefeller, also known as  the banker s banker , according to the statement, is said to have donated almost $2 billion over his lifetime to various institutions including Rockefeller University, Harvard University and art museum.David was the youngest of six children born to John D. Rockefeller Jr. and the grandson of Standard Oil co-founder John D. Rockefeller.Rockefeller graduated from Harvard in 1936 and received a doctorate in economics from the University of Chicago in 1940. Appointed president of Chase Manhattan in 1961, he became chairman and CEO eight years later.RT continues here READ MORE ON SOCIAL ENGINEERING: 21st Century Wire Social Engineering FilesSUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",Middle-east,"March 20, 2017",0
BOOM! TOMI LAHREN’S Top Tips For Liberals In 2017 [VIDEO], ,politics,"Dec 31, 2016",0
"Stung by reputation, Taiwan looks to turn corner on money laundering","TAIPEI (Reuters) - After Taiwan s state-run Mega Financial Holding Co was fined $180 million by U.S. authorities for lax enforcement of anti-money-laundering rules at its New York branch, the bank started a rigorous training program for its staff. Now, like Mega Financial, companies across Taiwan are working to get staff and systems up to speed after the island passed laws to meet international standards on combating money laundering and was taken off a watchlist by the Asia Pacific Group on Money Laundering (APG).  Unfortunately, Taiwan has earned a name for itself as a paradise for money laundering,  Deputy Justice Minister Tsai Pi-chung told Reuters. Money laundering and cybercrime connections to Taiwan, which is also in the process of pushing through a cyber security bill, have grabbed global headlines. U.S. authorities fined Mega Financial $180 million last year for lax enforcement of anti-money-laundering rules at its New York branch. Some money from the $170 million cyber heist of India s Union Bank of India was transferred through Taiwan s Bank SinoPac. An international crime ring used malware to steal $2.6 million from the ATMs of Taiwan s First Bank. Taiwan was one of the six most targeted countries of the Wannacry ransomware attack earlier this year, according to security company Avast.  Since 2011, 800 people from China and Taiwan have been deported from Cambodia on suspicion of telecoms fraud. Following its U.S. fine, Mega Financial said cleaning up its act is a top priority. U.S. authorities had said the Mega branch had been  indifferent  to the risks associated with transactions involving Panama, a high-risk area for money laundering.  What happened at our New York branch was just terrible,  said Robert Tsai, a senior executive vice president, referring to the fine and ensuing scandal.  Half of our 6,000 clerks have been certified with anti-money laundering training. How each of our branches implements the rules and ensures proper training is the top priority for our business.  To gain international confidence in its anti-money laundering measures, Taiwan will have to demonstrate it is putting the laws into practice. The APG will review Taiwan in 2018.  The visit will focus on how effectively Taiwan will have actually implemented the anti-money laundering rules,  said Liang Hung-lieh, partner of PricewaterhouseCoopers Taiwan.  The APG s on-site review will be new to most of the assessed, including banks, non-bank financial institutions and in particular non-financial institutions such as lawyers, public certified accountants and other professional service providers.  Under the anti-money laundering laws, these financial professionals will be required to report suspicious transactions, including bank transfers exceeding T$500,000 (US$16,500). They will have to determine where the money came from, provide details about the client and report that to Taiwan s newly established Anti-Money Laundering Office. These are similar to regulations that countries that have signed up to global anti-money laundering rules overseen by the Financial Action Task Force (FATF) have adopted. The cost to companies of implementing the new rules may be significant as they put processes, workers and data systems in place.  There s a lot of extra work for them to do now, such as determining the identities of their clients  beneficiaries,  said an official with the Financial Supervisory Commission, the island s financial regulator. He declined to be identified in the absence of permission to speak to the media.  They don t yet know exactly what they have to do, and to what extent, to be considered compliant with the new regulations. They re going to need some time to digest all of these new rules,  he said. The potential costs and increased difficulty of getting transactions done under the new rules worry those in the property market, said Wong Jui-chi, the spokesman for Taiwan s Chinese Association of Real Estate brokers, while emphasizing that his industry intends to fully comply with the regulations.  The property market is already in a bad shape and these new rules will make things worse by making the process of real estate transactions more complicated. More or less everyone in our industry is complaining about it,  he said. ",worldnews,"August 30, 2017 ",1
THINK AMERICA CAN’T END UP LIKE GREECE? THINK AGAIN!," The United States government has been living beyond its means, running up an enormous debt that will eventually need to be repaid. Most Americans look at the rerun of the Greek euro crisis with something between smug amusement and condescending disapproval. When will those profligate Greeks get their economic house in order and stop looking to others to bail them out? But, should people living in glass economic houses really throw stones? After all, just like Greece, the United States government has been living beyond its means, running up an enormous debt that will eventually need to be repaid. True, our budget deficit this year will be lower than it has been, just $486 billion compared to $1.4 trillion as recently as 2009. But this is just a temporary respite. Within the next couple of years the deficit will start to rise again. By 2025, we will again face trillion-dollar shortfalls. And even a $486 billion deficit adds to our ever growing debt. Our national debt currently approaches $18.2 trillion, roughly 101% of GDP. That s right. We owe more than the value of all the goods and services produced in this country every year. It is as if your credit-card bills exceeded your entire pay check. That s not quite as bad as Greece, of course, whose debt exceeds 177% of their GDP. But it is worse than countries like France or Spain.  And give us time! Like Greece, the driving force behind our debt is the growing cost of entitlement programs for health care and retirement. If one includes future unfunded liabilities for Social Security and Medicare, our real debt exceeds $90 trillion. That s more than five times our GDP. Greece is still in worse shape   their unfunded liabilities top 875% of GDP   but we re gaining. At the heart of Greece s problems lies a government grown too big, too intrusive, and too expensive. The Greek government spent nearly half of the country s GDP last year (49.3%), and that actually represents a decline from the 51.8% it averaged since 2006. The Greek s may complain about austerity, but they ve hardly practiced it. Our government is far smaller than Greece s today. Federal spending is just 20.5% of GDP. But, according to the Congressional Budget Office s alternative fiscal scenario, that could rise to almost 34% by mid-century. Factoring in state and local government spending, which already accounts for roughly 14.4% of GDP, total government expenditure in the US could reach 48% to 50% in 2050, roughly Greek levels. As government grows, the private sector contracts. Greece has one of the most inhospitable business climates in Europe, ranking 84th in the world in the most recent Economic Freedom of the World Index. Meanwhile, as the United States continues to increase taxes and regulations, we have fallen from the second highest economic freedom ranking just 15 years ago to 12th place. Of course, the United States has some advantages that the Greeks lack. Greece owes a significant share of its debt to foreign governments, while the majority of American debt is domestically held. The United States also faces low borrowing rates, while Greece has been effectively shut out of capital markets. The US debt may be bad, but in many ways we are the fastest horse in the glue factory. As long as the euro remains in crisis, we will continue to be able to borrow money at absurdly low interest rates. The United States also controls its own currency and monetary policy, while Greece is hostage to the European Central Bank, which must balance its interest against those of other countries in the monetary union, many of which are in far different economic positions.The danger for the United States is that spending on entitlements will surge in the coming decades, which means that, absent reform, they take over the economy. Investors would respond to the weaker economic outlook by demanding higher returns in order to continue investing in US bonds, which would further drive up interest costs, making our problems even worse. And, of course, unlike Greece, there aren t other countries or organizations available to bail us out.Read more: NYP",Government News,"Jul 6, 2015",0
China complains to Australia over Turnbull comments on interference,"BEIJING (Reuters) - China said on Friday it had lodged a complaint with Australia after its prime minister, Malcolm Turnbull, said he took reports very seriously that China s Communist Party had sought to interfere in his country. Turnbull said this week that foreign powers were making  unprecedented and increasingly sophisticated attempts to influence the political process  in Australia and the world. He cited  disturbing reports about Chinese influence . Turnbull, speaking to parliament on Thursday during the introduction of legislation to stop external interference in domestic politics, reiterated those concerns.  Media reports have suggested that the Chinese Communist Party has been working to covertly interfere with our media, our universities and even the decisions of elected representatives right here in this building. We take these reports very seriously,  he said. Chinese Foreign Ministry spokesman Geng Shuang said in Beijing he was  shocked  at what Turnbull had said. Such comments pandered to certain irresponsible reports in Australian media, were full of prejudice against China, were baseless and poisoned the atmosphere of China-Australia relations, Geng told a daily news briefing.  We express strong dissatisfaction at this, and have already lodged solemn representations with the Australian side,  he said. Geng said China had always respected the principle of non-interference in internal affairs in dealing with Australia  We strongly urge the relevant Australian person to spurn Cold War thinking and prejudice towards China, immediately stop making wrong comments that harm political mutual trust and mutually beneficial cooperation, and take effective steps to dispel negative effects,  he added. Geng s remarks were China s latest and strongest broadside against Australia on the issue. The Chinese embassy in Australia on Wednesday accused Australia of hysteria and paranoia after Turnbull vowed to ban foreign political donations to curb external influence in domestic politics. China s soft power has come under renewed focus this week after a politician from Australia s opposition Labor party was demoted from government having been found to have warned a prominent Chinese business leader and Communist Party member that his phone was being tapped by intelligence authorities. In June, Fairfax Media and the Australian Broadcasting Corporation reported on a concerted campaign by China to  infiltrate  Australian politics to promote Chinese interests.  ",worldnews,"December 8, 2017 ",1
 Trump Displays Incredible Ignorance Yet Again — Claims Credit For Term Coined Over A Hundred Years Ago,"Have you ever wondered where a phrase started? How about the phrase  prime the pump?  It is widely considered to mean the use of government money to get a project going. While it dates back to the 1800s, President Donald Trump is now claiming that he invented the phrase. In reality, the use of the phrase  prime the pump  predates Trump s own birth by a hundred years, and the use of it in the current economic sense has existed since the 1930s.In a recent conversation with The Economist, this exchange happened (they were talking about Trump s tax plan):The Economist: But beyond that it s OK if the tax plan increases the deficit? Trump: It is OK, because it won t increase it for long. You may have two years where you ll you understand the expression  prime the pump ? The Economist: Yes. Trump: We have to prime the pump. The Economist: It s very Keynesian. Trump: We re the highest-taxed nation in the world. Have you heard that expression before, for this particular type of an event? The Economist: Priming the pump? Trump: Yeah, have you heard it? The Economist: Yes. Trump: Have you heard that expression used before? Because I haven t heard it. I mean, I just I came up with it a couple of days ago and I thought it was good. It s what you have to do.According to The Free Dictionary:Prime the Pump: Encourage the growth or action of something, as in  Marjorie tried to prime the pump by offering some new issues for discussion.  In the late 1800s this expression originally was used for pouring liquid into a pump to expel the air and make it work. In the 1930s it was applied to government efforts to stimulate the economy and thereafter was applied to other undertakings.It is hardly surprising that a) Trump had never heard this phrase, as it is rarely used on Twitter and b) he would take credit for it. In a week with so many gaffes, lies and just strange behavior, this may not be as big an issue but it s clear how little this man knows and how little he understands the world and reality that the rest of us live in. Another explanation could be that Trump is much, much older than we have been led to believe and has gone completely senile.Featured image via Photo by Joe Raedle/Getty Images.",News,"May 11, 2017",0
Britain to limit acid sales after steep rise in assaults,"MANCHESTER, England (Reuters) - Britain will limit sales of sulphuric acid and outlaw the sale of such corrosive substances to children after a spate of assaults and its possible use to make bombs, interior minister Amber Rudd said on Tuesday. Much to public alarm, the number of incidents where assailants have used acid has risen sharply, with police figures suggesting there had been more than 400 corrosive substance attacks in the six months to April this year. Many victims were left with serious, life-changing injuries as a result. The proposed new laws will make it illegal to sell the most harmful corrosive substances to under-18s while the carrying of acid in public without good reason will be banned.  Acid attacks are absolutely revolting,  Home Secretary Rudd told party activists at the Conservative Party Conference in the northern English city of Manchester.  You have all seen the pictures of victims that never fully recover; endless surgeries, lives ruined.   Rudd said she also intended to  drastically  limit the public sale of sulphuric acid because of its use in making the highly volatile triacetone triperoxide (TATP), known as  mother of Satan , which is often used as a detonator in home-made explosives. Police say TATP was used in an attempted bombing on a packed London underground train last month which injured 30 people. The bomb engulfed a carriage in flames but failed to explode fully. At the moment, businesses that sell sulphuric acid have to tell the police of any theft or loss, but the new law would mean anyone wanting to buy it above a certain concentration would have to have a Home Office license. Rudd also announced plans to further restrict the online sale of knives to under-18s following a significant increase in the number of stabbings. ",worldnews,"October 3, 2017 ",1
EU's Tusk appealed to Rajoy to avoid escalation in Catalonia,"BRUSSELS (Reuters) - European Council President Donald Tusk appealed to Spanish Prime Minister Mariano Rajoy on Monday to seek ways to avoid escalation in Catalonia and the use of force following Sunday s independence referendum in the region. After speaking to Rajoy, Tusk tweeted:  Sharing his constitutional arguments, I appealed for finding ways to avoid further escalation and use of force.  ",worldnews,"October 2, 2017 ",1
KARMA! BIRTHDAY BOY BILL CLINTON HECKLED BY KIDS ON THE GOLF COURSE,"SO YOUR HUSBAND TURNS 69 If he s Bill Clinton he gets heckled by a bunch of kids on the golf course and your spouse doesn t show for the celebration. KARMABill Clinton was heckled by kids for taking too long between shots at his golf-filled 69th birthday.The ex-president, who has started his two-week vacation in the Hamptons without wife Hillary, who s on the campaign trail, sported neon pink sneakers and a matching hat at Montauk Downs State Park golf course Tuesday. He also played a round of mini-golf at Puff  n  Putt with his niece and nephew, who looked around 8 and 10.Although they had  a lot of Secret Service  in tow, Clinton took the time to talk to a vet and his children, ages 4, 9 and 11. But  One of the little kids didn t know who Clinton was and got impatient with his chat, saying,  Come on, it s your turn.  He played two holes with them and took photos. Via: NYP69TH BIRTHDAY ATTENDED BY EVERYONE BUT HILLARYBill Clinton celebrated his 69th birthday in East Hampton Tuesday. The former president hit beachy Mexican joint Blue Parrot with 10 guests, including rocker Jon Bon Jovi, and other friends, who were seated at a long table among other diners. While Hillary was busy campaigning and daughter Chelsea is in Sardinia, Italy, with husband Marc Mezvinsky, spies say  extended family  attended the bash. Clinton, who ended his diet of McDonald s and proclaimed himself a vegan a few years ago, stuck to healthier  salads and vegetables,  says a spy.  It looked like a cozy, happy night.  Bon Jovi is an investor in the restaurant, along with Ren e Zellweger, Larry Gagosian and Ronald Perelman.",politics,"Aug 21, 2015",0
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,"Mark Levin dropped a bombshell on his show tonight about the Muslim terrorist who killed 9 people in Manhattan and injured dozens.  The Diversity VISA program was given the green light by none other than New York Democrat Senator Chuck Schumer... Mark Levin; NYC muslim terrorist came to US under  Diversity VISA Program    a bizarre lottery to shove more foreigners down our throats  Deplorable MD   (@MDDeplorable) October 31, 2017According to ABC 7:Authorities say he came to the United States seven years ago from Uzbekistan under what is called the Diversity Visa Program, which offers a lottery for people from countries with few immigrants in America.DIVERSITY LOTTERYOn May 1, 2017, the Washington Post wrote an article designed to criticize President Trump, as millions were concerned that this could be the last year of the  Diversity Lottery .According to the Washington Post, the lottery s premise is simple. Each year, the Diversity Visa Lottery, as it is officially known, provides up to 50,000 randomly selected foreigners   fewer than 1 percent of those who enter the drawing   with permanent residency in the United States.It s not connected to employment or family members in the United States. The only requirement is that entrants be adults with a high school diploma or two years of work experience. Winners can bring spouses and children. Citizens of countries that have sent 50,000 people to the United States in the past five years   such as Canada, China, India, Nigeria and Mexico   are ineligible to participate.The current lottery coincides with an intense debate over immigration and comes amid policy changes that have made the country less welcoming to new arrivals. President Trump has cracked down on illegal immigration and pressed forward with plans to build a wall along the border with Mexico. He has issued executive orders targeting foreign workers, refugees and travelers from certain majority-Muslim countries.But he hasn t said a word about the green-card lottery.Its days may be numbered, nonetheless. The lottery appears to conflict with the president s call for a  merit-based  immigration system. And at least two bills in the Republican-controlled Congress seek to eliminate the program. The Diversity Lottery is plagued with fraud, advances no economic or humanitarian interest, and does not even deliver the diversity of its namesake,  according to a news release from Sen. Tom Cotton (R-Ark.), a co-sponsor of one of the bills.The program   operated from a consular center in Williamsburg, Ky.   has been on the chopping block before. It came under attack in 2002 after an Egyptian terrorist who killed two people in Los Angeles was found to be in the United States through his wife s diversity visa. Mohamed Atta, another Egyptian and one of the 9/11 suicide pilots, had entered the lottery twice before entering the United States on a different visa to study aviation. If you re a terrorist organization and you can get a few hundred people to apply to this from several countries . . . odds are you d get one or two of them picked,  Rep. Bob Goodlatte (R-Va.) told The Washington Post in 2011 after introducing an ill-fated bill to kill the program.State Department officials insist that lottery winners are vetted just as thoroughly as other potential immigrants to the United States.Here s how the  Diversity  Immigrant VISA program works:Twitter responded to the idiocy of the  diversity  visa program:Muslim terrorist slaughters 8 in NYC today. Wait for it, wait for it here on a diversity visa. Thank you, libtards  Wayne's World (@WayneSense) November 1, 2017",left-news,"Oct 31, 2017",0
“STOP BLAMING WHITE PEOPLE For Trump’s Win Last Night…America Voted For Actual Change” [VIDEO],"Stop blaming white people for Trumps win last night. America voted for actual change. pic.twitter.com/UlISJcOIIg  Stacy Washington (@StacyOnTheRight) November 9, 2016",left-news,"Nov 9, 2016",0
BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video], ,politics,"Sep 11, 2016",0
TRUMP HITS BACK After Cowgirl Congresswoman Trashes Him Over Words Said to Grieving Widow,"The left is going ballistic over supposed words said by President Trump to a grieving military widow.  President Trump made a call to Myeshia Wilson that s been turned into a political football by the left to make Trump out to be  crazy . Wilson s husband was killed in Niger while serving in our military so President Trump was making a sympathy call to Mrs. Wilson. Unfortunately, Wilson s family has been put in the middle of an effort to bash Trump.The media also wasted no time covering this story. They re doing their best to try and make Trump look as bad as possible Just another day in the life of the lefty media.Far left Congresswoman  Frederica Wilson jumped right in to trash Trump after the call. She s following the left s narrative by claiming Trump is a  sick man .  It s pretty funny that Wilson calls Trump crazy while wearing a glittery cowgirl hat 24/7.The  Resist  movement includes Wilson who refused to go to Trump s inauguration. Wilson also attacked the president in May when she said said he  needs psychological help and is desperate for attention.  Perhaps Cowgirl Wilson should look in the mirror .According to left leaning propaganda news NBC: He said,  But you know he must ve known what he signed up for,  the Democrat recounted Trump saying more than once during the call to express his sympathy. According to Wilson, the conversation lasted somewhere from three to five minutes. Everyone knows when you go to war you could possibly not come back alive but you don t remind a grieving widow of that,  Wilson said.  That s so insensitive. Trump  didn t even remember his name,  Wilson recalled Myeshia Johnson telling her after the call ended, the congresswoman told MSNBC s  Morning Joe  Wednesday. She hung up the phone and said,  He didn t even remember his name,  Wilson said.  That s the hurting part. The White House said Tuesday that the president had called the families of all four service members who were killed.  He offered condolences on behalf of a grateful nation and assured them their family s extraordinary sacrifice to the country will never be forgotten,  the White House said.Asked about Wilson s characterization of the call, a White House official said Tuesday night that  the president s conversations with the families of American heroes who have made the ultimate sacrifice are private. PETE HEGSETH POINTED OUT THAT THIS IS HOW FAR THE LEFT WILL GO TO TRASH TRUMP:Pete Hegseth said on  Fox & Friends  that this is another example of Trump s opponents taking every opportunity to twist or spin his words, even if it involves a fallen soldier. They want to question at every turn what he says he s committed to,  Hegseth said.  There s no one more committed, I believe, to our service members, to our veterans than this president. He said this shows how committed Democrats are to resisting Trump no matter what.TRUMP HITS BACK:Trump hit back at the claims saying he has proof of what was said on the call:Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!  Donald J. Trump (@realDonaldTrump) October 18, 2017Wilson took no time in shooting back that Trump is a  sick man . She s clearly milking this for all it s worth. It s sick that this Democrat would use this call to a grieving widow to bash our president.",left-news,"Oct 18, 2017",0
Campaign chief to oversee Trump U.S. vice presidential search,"WASHINGTON (Reuters) - Donald Trump’s campaign manager, Corey Lewandowski, will oversee the presumptive Republican U.S. presidential nominee’s search for a running mate, a campaign aide said on Tuesday. Lewandowski last week took over the vice presidential selection process and is drawing up a list of potential candidates and speaking with Republican Party figures, two top Republicans told the Washington Post, which first reported the move. The two Republicans said they expected lawyers or a law firm to help vet Trump’s short list of candidates, the Post reported. The Trump campaign aide, speaking on condition of anonymity, confirmed that Lewandowski is leading the effort but would not elaborate. Trump has said he is considering some of his former rivals for the Republican nomination. But some already have ruled themselves out or declared they will not support the billionaire businessman. One of those was U.S. Senator Marco Rubio of Florida, who on Monday sought to quash speculation he might emerge as the running mate, saying he still has deep reservations about Trump. Trump has bristled at Republicans who publicly have taken themselves out of the running. The day after Rubio’s announcement, Trump wrote in a Twitter post, “It is only the people that were never asked to be VP that tell the press that they will not take the position.” Trump has said he plans to select a Republican with political experience as his choice for vice president. Lewandowski has been part of Trump’s inner circle since the beginning of his candidacy. Other Trump senior advisers, including Paul Manafort and Rick Wiley, will concentrate on the campaign’s national field operation and planning for the Republican National Convention in July, the Post said. Lewandowski has generated controversy during Trump’s campaign for president. He was hit in March with a misdemeanor battery charge relating to an incident involving a female reporter, but prosecutors in Florida’s Palm Beach County last month decided not to prosecute Lewandowski. ",politicsNews,"May 10, 2016 ",1
" Black Man Detained By Cops After Withdrawing $200,000 Of HIS OWN Money (VIDEO, IMAGES)","Rapper Blac Youngsta went to an Atlanta bank to withdraw $200,000 of his own money, and upon leaving the building he was detained by police.Blac Youngsta s real name is Sam Benson and he claims that the police even pulled a gun on him.Yo Gotti's artist Blac Youngsta Speaks To News About Police Drawing Guns On Him For Withdrawing $200k From The Bank! pic.twitter.com/mZPOFvlJH1  saycheesetv.com (@SayCheese_TV) January 9, 2016Benson said he withdrew $200,000 in cash from his account. He said when he came out of the bank, a police officer pointed at him. They come bum rushing me at the car, put me on the ground, putting guns to my head, so I m like  What I d do,  Benson said.  A lady was like I m not supposed to have $200,000 on me. I m like,  I m a millionaire. How can I not have $200,000 on me? On his Facebook page, Benson posted a picture of himself in handcuffs on the ground surrounded by police officers with the caption  LOOK AT HOW THEY TREAT A YOUNG RICH NIGGA. Benson also posted a video discussing the fact that the police thought he had  too much  money on him.https://www.facebook.com/BlacYoungsta/videos/vb.708100352651760/802664839861977/?type=2&theaterBenson said police told him that they thought he was someone who had previously written a bogus check, and apologized to him after taking $100,000 of his cash but eventually giving it back to him.The rapper said he had withdrawn the money because he planned to buy a car. Initially he planned to buy a Maybach but after the incident he was  feeling fast  and thinking about purchasing a Ferrari.Police told an Atlanta TV station that they responded to the bank at the request of the bank manager but  Officers found that no crime had been committed. Imagine the anger at working at your skill to the point where you ve amassed such a large sum of money in the bank, go to withdraw your own money, and are style eyed with suspicion to the point that police are called and you are put down on the ground in cuffs.Something has to be changed.Featured image via Facebook",News,"January 9, 2016",0
 Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,"There seems to be a definite double standard when it comes to how Republicans in Congress want to go about investigating terrible governors. When it came to investigating former Oregon Governor John Kitzhaber (D), Republicans like Rep. Jason Chaffetz (R-UT) were fast and furious with their requests to obtain the information they wanted in regards to a scandal surrounding Oregon s health insurance exchange. However, when it comes to going after Republican Governor Rick Snyder of Michigan over the horrendous Flint water crisis, those same Republicans so adamant at going after a Democratic governor, failed to send requests to investigate Flint.Rep. Elijah Cummings (D-MD) is not about to let them get away with this hypocrisy whatsoever.In a letter sent by Cummings to Chaffetz, who is the Chairman of the Committee on Oversight and Government Reform, Cummings points out the clear double-standard of the committee going after Kitzhaber, but not Snyder in the same regard. And while Cummings does give them some credit for called Snyder before the Committee in March, it is clear that they are not going after Snyder with the same vigor. Cummings wrote: During our meeting last week, you explained that you had spoken directly with Governor Snyder, and you suggested that one reason not to request documents from him is because he might claim that his communications about the Flint water crisis are protected by executive privilege. Although I was not a part of your conversation with Governor Snyder, any claim of executive privilege to withhold documents from Congress would be a surprising turn of events that directly contradicts the Governor s own promises of accountability to the people of Michigan. Cummings also wrote: I believe that the Committee should apply the same standards for requesting documents to all governors, regardless of whether they are Democrats or Republicans. By declining to send any document request at all to Governor Snyder, the Committee is creating the perception of a double-standard in which it has requested documents from a Democratic governor, but not from a Republican governor. He then goes on to give the example of former Oregon Governor John Kitzhaber.It is simply woefully irresponsible to so blatantly neglect going after Gov. Snyder, especially considering the Flint, Michigan water crisis is so irreversibly severe causing lifelong health issues to those affected. Not only should they be investigating Snyder to the fullest extent, but they should be pushing for his resignation, as is what happened with Kitzhaber.Cummings sums it up best when he states: The Committee has never accepted this practice as an adequate standard of investigation, and we should not do so now. Governor Snyder and his staff are central figures in the decision-making process that led to the poisoning of Flint residents, and the Committee owes it to these residents to conduct a comprehensive and bipartisan investigation. Snyder needs to be held responsible and party politics need to be checked at the door. End of story.Featured image via YouTube",News,"February 22, 2016",0
Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,"MOSCOW (Reuters) - U.S. President Donald Trump and Russian President Vladimir Putin see eye to eye when it comes to many foreign policy goals,  Russian Foreign Minister Sergei Lavrov said on Monday. Lavrov was speaking at a news conference with his Hungarian counterpart Peter Szijjarto. ",politicsNews,"January 23, 2017 ",1
Elite Nazi-allied Order From Hungary Claims Trump Adviser Sebastian Gorka Is Sworn Member,"Lili Bayer and Larry Cohler-Esses HaaretzSebastian Gorka, President Trump s top counter-terrorism adviser, is a formal member of a Hungarian far-right group that is listed by the U.S. State Department as having been  under the direction of the Nazi Government of Germany  during World War II, leaders of the organization have told the Forward.The elite order, known as the Vit zi Rend, was established as a loyalist group by Admiral Miklos Horthy, who ruled Hungary as a staunch nationalist from 1920 to October 1944. A self-confessed anti-Semite, Horthy imposed restrictive Jewish laws prior to World War II and collaborated with Hitler during the conflict. His cooperation with the Nazi regime included the deportation of hundreds of thousands of Jews into Nazi hands. STRANGE CHARACTER: People are now questioning why Trump hired bizarre Hungarian author as his  terrorism  expert.Gorka s membership in the organization   if these Vit zi Rend leaders are correct, and if Gorka did not disclose this when he entered the United States as an immigrant   could have implications for his immigration status. The State Department s Foreign Affairs Manual specifies that members of the Vit zi Rend  are presumed to be inadmissible  to the country under the Immigration and Nationality Act.Gorka   who Vit zi Rend leaders say took a lifelong oath of loyalty to their group   did not respond to multiple emails sent to his work and personal accounts, asking whether he is a member of the Vit zi Rend and, if so, whether he disclosed this on his immigration application and on his application to be naturalized as a U.S. citizen in 2012. The White House also did not respond to a request for comment.Continue this story at HaaretzREAD MORE TRUMP NEWS AT: 21st Century Wire Trump FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",US_News,"March 24, 2017",0
